name,city,kind,item_id,place_id,primary_type,business_status,is_lodging,lodging_types,all_types
Library Cafe,Sukhumvit,Cafe,674b37a0fbc7383b4c994e9a,ChIJswvkcwSf4jARcQc-rIkl4Eo,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, brunch_restaurant, coffee_shop, dessert_shop, confectionery, bakery, restaurant, food_store, store, point_of_interest, food, establishment"
Life Between,Kedungu,Cafe,66329147d668e0e191b0d61d,ChIJsWO_DUc30i0RGktrWtlBzu4,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Likuid Spaces Centre Road,Colombo 2,Coworking Space,67c19548b957326990536b63,ChIJTTdXX1tZ4joR_CnUZNdbB8M,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Likuid Spaces Charles Place,Colombo 3,Coworking Space,67dbb822a4e8954f6bec5cb4,ChIJ-VAUR2FZ4joRf9mbdWuFDVM,Coworking space,OPERATIONAL,,,"coworking_space, lounge_bar, night_club, event_venue, bar, service, point_of_interest, establishment"
Linuxx Serviced Offices Emporium,Khlong Toei,Coworking Space,6840bf1f2865edd274230aa8,ChIJ4dQEgwGf4jARAV_PlFAF8C0,Real estate agency,OPERATIONAL,,,"real_estate_agency, event_venue, service, point_of_interest, establishment"
Linuxx Serviced Offices Vanissa,Lumphini,Coworking Space,6840bf1fccd14459496f7013,ChIJAQAAANee4jARlEjvyaLCaPA,Real estate agency,OPERATIONAL,,,"convention_center, real_estate_agency, event_venue, point_of_interest, service, establishment"
Lisbon-Cowork,Graca,Coworking Space,6809cff65b7d6598c8b425e1,ChIJC9Bfq0IzGQ0R4iDbZ09NUmE,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Little Cookies,Srithanu,Cafe,6784e211053e82772ef952d6,ChIJGXdi6gv_VDARNKw4SRBXOIc,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Littletalks Ubud,Ubud,Cafe,65fa86d0e0379bf78d5247b1,ChIJ7-NvcQg90i0Rd3VFiJBs6xI,Cafe,OPERATIONAL,,,"cafe, bistro, brunch_restaurant, restaurant, food, point_of_interest, establishment"
Living Room Cafe & Restaurant,Long Beach,Cafe,67d509da32c7e0dc91166b5e,ChIJV6JpCp8ETjARWi8QDGSMsQo,Bakery,OPERATIONAL,,,"bakery, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Livit Hub Bali,Sanur,Coworking Space,65fa86d0e0379bf78d5245b8,ChIJdaobacpB0i0RPL6ZreX1S5s,Coworking Space,OPERATIONAL,,,"coworking_space, business_center, event_venue, service, point_of_interest, establishment"
Livraria Nho Eugenio,Praia,Cafe,676736d0e55be10dc129f015,ChIJRfSCBPGYNQkRhnY9cqfoLR8,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Local Noodle & Cafe,Situbondo,Cafe,6809d00d92fd7d3374c631c4,ChIJcaBxBQAp1y0R2vbrslw8ySc,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Local Stitch Creator Town Seogyo,Hongdae,Coworking Space,66cf5711048af48af52fbe97,ChIJpdWYTMmZfDURvIMh4wEHACk,Hotel,OPERATIONAL,YES,"hotel, lodging","hotel, lodging, point_of_interest, establishment"
Loja do Cha,Funchal,Cafe,67d6559495de9f50158f8a3c,ChIJI08puwhgYAwRPiTt3T2Vre8,Restaurant,OPERATIONAL,,,"restaurant, tea_store, brunch_restaurant, tea_house, food_store, store, food, point_of_interest, establishment"
Lokl Coffee Co,City Centre,Cafe,660f6e1b5593e3cece07071a,ChIJE7jFVtJJzDERgZoAEKorgIA,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Loko Cafe,Berawa,Cafe,65fa86d0e0379bf78d5245ad,ChIJD3zUHIU40i0Rv50WhDLdJho,Restaurant,OPERATIONAL,,,"restaurant, breakfast_restaurant, brunch_restaurant, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Lost Weekend,Maxvorstadt,Cafe,66c1ffe65a276f51ed224f38,ChIJl1jXp-x1nkcRWOz1L2XZjOg,Cafe,OPERATIONAL,,,"cafe, vegan_restaurant, vegetarian_restaurant, art_gallery, live_music_venue, library, food_store, event_venue, restaurant, food, store, point_of_interest, service, establishment"
Lost x Found,Jalan Imbi,Cafe,664d01f9a847e150fcf8b603,ChIJ8xCg1Gg3zDERtnrBXDt3Otc,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, point_of_interest, food, establishment"
Luka Cafe,Sathon,Cafe,674b37a16541130c2bea45c9,ChIJhXVods6Y4jAR-rsOEBrSXdI,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, breakfast_restaurant, furniture_store, home_improvement_store, home_goods_store, restaurant, food, store, point_of_interest, service, establishment"
Lumberjack Cafe,Southwark,Cafe,6809d008744673d0e5f5af59,ChIJ6UMlUn8DdkgRGc_MnuchyyE,Coffee shop,OPERATIONAL,,,"coffee_shop, liquor_store, cafe, grocery_store, food_store, food, store, point_of_interest, establishment"
Lumen Cafe,District 8,Cafe,66838ea4c9c44ab2cac000d5,ChIJ__9PsCFFE4cRQShZn9RXBF4,Restaurant,OPERATIONAL,,,"restaurant, point_of_interest, food, establishment"
Lunchroom Borboleta,Nijmegen Centrum,Cafe,67dbb82ce95b63f8187e11de,ChIJAzuXEkIIx0cR-GuPjr8uu3U,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, restaurant, food, point_of_interest, establishment"
Lusa By Suka,Berawa,Cafe,65fa86d0e0379bf78d52459f,ChIJcYpksxVH0i0RCDMFafUy5N4,Restaurant,OPERATIONAL,,,"restaurant, coffee_shop, cocktail_bar, cafe, bar, food_store, store, food, point_of_interest, establishment"
MATES Coworking,Altstadt-Lehel,Coworking Space,66c1ffe8a92c91bc21116ef0,ChIJdTv5GYh1nkcRvVIR20pJld4,Coworking Space,CLOSED_PERMANENTLY,,,"coworking_space, event_venue, real_estate_agency, point_of_interest, service, establishment"
MAUI Beach Coworking,Poblenou,Coworking Space,6809cff53d3ee1234b7bd553,ChIJk_pjIGujpBIRDH4DRHwWuMo,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
MD amed,Amed,Cafe,674339c692db7d9f735ea23d,ChIJER1kZ_OcQIYRLc3S-iaJraU,Doctor,OPERATIONAL,,,"doctor, health, point_of_interest, establishment"
MERON Budapest - Specialty Coffee & Brunch,District 5,Cafe,67dbb81d911faea0a7114d36,ChIJqRv2j73dQUcR9SApVu6zkpE,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
MOB Bailen - Coworking and Office Space,L'Eixample Dreta,Coworking Space,6809cff33edc9df7affd035d,ChIJUTho3uSipBIRts-X_zZHkbg,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
MUNCHIES,Kuta,Cafe,661735cac336e9d49efc2cb4,ChIJUceQ37tG0i0RyR8bzGCaCiM,Diner,OPERATIONAL,,,"diner, restaurant, point_of_interest, food, establishment"
Macro Kitchen,Munggu,Cafe,66329146d668e0e191b0d5ba,ChIJ83Ke1kk50i0RZR9VOk02R58,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Madal Cafe,District 5,Cafe,67dbb81c6a5db9ee9dddb944,ChIJC15ObUTcQUcRi-7fu1-AU7k,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Madal Cafe - Specialty Coffee Shop - Kavezo,District 7,Cafe,67dbb81d43db72ec1064ff30,ChIJM3LYUhHdQUcRape4ZLeptTg,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Madame Musur,Phra Nakon,Cafe,674b37a1e6116045f05e6d08,ChIJDfcEY3KZ4jARd76UWwtwXGc,Thai restaurant,OPERATIONAL,,,"thai_restaurant, restaurant, point_of_interest, food, establishment"
Madeira Friends Hub,Funchal,Coworking Space,68a2fa29da54a513639efb75,ChIJ4a5jC4hhYAwRxNaVp4Kz0ZM,Community center,OPERATIONAL,,,"community_center, coworking_space, non_profit_organization, real_estate_agency, event_venue, association_or_organization, service, point_of_interest, establishment"
Magic Tea House,Funchal,Cafe,67d6559437ff54b81df3ef20,ChIJl1O8B4lfYAwRpJYo-xYmY20,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, restaurant, food, point_of_interest, establishment"
Magveto Cafe,District 7,Cafe,66838ea3cc73c29067482ae2,ChIJs_RNtULcQUcRH6opsQgohr8,Coffee Shop,OPERATIONAL,,,"coffee_shop, wedding_venue, cafe, book_store, food_store, event_venue, store, service, food, point_of_interest, establishment"
Maia Coffee Shop,Funchal,Cafe,664fb898b68f409634585694,ChIJI00UEbJhYAwR-KJMXIxeNCY,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Man vs Machine Muellerstrasse,Munich,Cafe,66c1ffe7788daf37985268f4,ChIJB2FdEV7fnUcRMykYvkgi0us,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, coffee_shop, food_store, store, food, point_of_interest, establishment"
Man vs Machine Schellingstrasse,Maxvorstadt,Cafe,66c1ffe602f84885c8de1ba6,ChIJpxNQ4YB1nkcR-o3K1Nde8XU,Cafe,OPERATIONAL,,,"cafe, coffee_shop, coffee_roastery, food_store, store, food, point_of_interest, establishment"
Mandatina Cafe,Canggu,Cafe,65fa86d0e0379bf78d5245b9,ChIJ9SUd-OY50i0RGj2NT1YPr8Q,Cafe,CLOSED_PERMANENTLY,,,"cafe, food, point_of_interest, establishment"
Mango Rooftop,Selong Belanak,Cafe,6619cfac606efa5309eaa20b,ChIJofORbZmnzS0RixfDnu4e6i4,Restaurant,OPERATIONAL,,,"restaurant, sports_bar, hookah_bar, bar, food, point_of_interest, establishment"
Manjerica,Baixa,Cafe,67dbb82921ae962504f3631d,ChIJc5LC0d4zGQ0R4UADe3mmLCQ,Restaurant,OPERATIONAL,,,"restaurant, coffee_shop, vegetarian_restaurant, breakfast_restaurant, cafe, food_store, store, food, point_of_interest, establishment"
Manufact Coffee Roasters,Sternschanze,Cafe,67dbb826504f03ad3bff4b1e,ChIJb8a7b-qPsUcRbRuWE3UQ8KA,Cafe,CLOSED_PERMANENTLY,,,"cafe, food, point_of_interest, establishment"
Mapogu Bali,Uluwatu (Jimbaran),Cafe,65fa86d0e0379bf78d5247a4,ChIJ71ziJPxF0i0Rnzwp1JUXnis,Cafe,OPERATIONAL,,,"cafe, asian_restaurant, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Maria Food Hub,Intendente,Cafe,67dbb82ba763429798b83dbc,ChIJPUqD-mIzGQ0RtFrmDzrKHBA,Restaurant,OPERATIONAL,,,"restaurant, brunch_restaurant, wine_bar, coffee_shop, pastry_shop, dessert_shop, spanish_restaurant, cocktail_bar, cafe, european_restaurant, bar, confectionery, bakery, food_store, store, food, point_of_interest, establishment"
Marquise da Mobler,Principe Real,Cafe,67dbb829a1ea83e165b76ca2,ChIJW6hbw4IzGQ0R8x-AiciAuxw,Bakery,OPERATIONAL,,,"bakery, food_store, store, food, point_of_interest, establishment"
Masco Coworking Space,George Town,Coworking Space,67dbb82c8db6988b7bc4d2f6,ChIJidMgbZTDSjARWcHtSaOY-lE,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Matsu premium matcha & coffee,Old Town,Cafe,67dbb81c0a49e102711f6300,ChIJ-2vh9emJbEcRHTjyeLcWCOo,Cafe,CLOSED_PERMANENTLY,,,"cafe, tea_house, cafeteria, wholesaler, food, point_of_interest, service, establishment"
Medin Bali Cafe & Coffee,Sanur,Cafe,660f6e1ab2c6a776eb2f4b93,ChIJf_TJSs9B0i0RSdLxDb5OkIU,Italian Restaurant,OPERATIONAL,YES,"bed_and_breakfast, lodging","italian_restaurant, bed_and_breakfast, mediterranean_restaurant, coffee_shop, cafe, food_store, european_restaurant, store, lodging, restaurant, food, point_of_interest, establishment"
Melograno Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245ba,ChIJp6G0aU450i0RP8xSEY3m-80,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Merch Cafe Amsterdam,Pererenan,Cafe,660f6e1be9567132909c3cbe,ChIJM2buQxA50i0RI9sk11HxSsw,Restaurant,CLOSED_PERMANENTLY,,,"restaurant, brunch_restaurant, coffee_shop, coworking_space, breakfast_restaurant, cafe, sandwich_shop, food_store, store, food, point_of_interest, establishment"
Merchants Lane,City Centre,Cafe,664d01f9a2219d8f7a1c5ce8,,,NOT_FOUND,,,
Mi Café,Mindelo,Cafe,676736d0a5ce67675dbc38f1,ChIJ02Pd_IwdTwkRJCCbB7fNRno,Coffee shop,CLOSED_TEMPORARILY,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Miche Bangkok,Sukhumvit,Cafe,674b37a18f6a3b8d67dbede8,ChIJac4t0OWf4jARi3kfFp3t1HQ,Cafe,OPERATIONAL,,,"cafe, bagel_shop, sandwich_shop, coffee_shop, bakery, food_store, store, restaurant, food, point_of_interest, establishment"
Miel,Canggu,Cafe,65fa86d0e0379bf78d524587,ChIJYXyNN5U50i0RmIUNsfH9tHw,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Milk & Madu Berawa,Berawa,Cafe,65fa86d0e0379bf78d5245a0,ChIJMY56QXlH0i0RjcgOQcZWDXU,Cafe,OPERATIONAL,,,"cafe, pizza_restaurant, brunch_restaurant, playground, family_restaurant, breakfast_restaurant, coffee_shop, food_store, restaurant, food, bar, store, point_of_interest, establishment"
Milk Espresso,Kuta,Cafe,6613fb82df1c6ff3e73f0c96,ChIJHwA6vyyozS0Rv9VgHEDcNYI,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, food_store, restaurant, food, home_goods_store, store, service, point_of_interest, establishment"
Milu by Nook,Berawa,Cafe,65fa86d0e0379bf78d52453b,ChIJg2e00HhH0i0R6LXfx19yf0k,Restaurant,OPERATIONAL,,,"restaurant, western_restaurant, food, point_of_interest, establishment"
Mimi’s Café,Srithanu,Cafe,6784e21a0146afa43d35cc6d,ChIJfauDft8BVTARI3WWm2o8CA0,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment"
Mimpi Grocery,Canggu,Cafe,65fa86d0e0379bf78d524553,ChIJzXC1G0A50i0RRtOZNiTSri0,Bistro,CLOSED_TEMPORARILY,,,"bistro, art_gallery, restaurant, food, point_of_interest, establishment"
Mindspace Friedrichstrasse,Mitte,Coworking Space,67dbb81bc24274cca94b1ff9,ChIJa-cbfNpRqEcR-7OtwASSiFI,Coworking space,OPERATIONAL,,,"coworking_space, business_center, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Mindspace Hammersmith,Hammersmith,Coworking Space,67d0057eed7fb89b8d6ef78d,ChIJOWDu444PdkgRtRHxCVJADms,Coworking space,OPERATIONAL,,,"coworking_space, business_center, convention_center, real_estate_agency, event_venue, service, point_of_interest, establishment"
Mindspace Hausvogteiplatz,Mitte,Coworking Space,67dbb81a5203d0ff237908bb,ChIJT3KF8UhRqEcRxtpv-1wIY-4,Coworking space,OPERATIONAL,,,"coworking_space, business_center, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Mindspace Krausenstrasse,Mitte,Coworking Space,67dbb81bddcf0747ac9b4624,ChIJZXO14dBRqEcR0zJ2QRco9SM,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, business_center, event_venue, real_estate_agency, point_of_interest, service, establishment"
Mindspace Muenzstrasse,Mitte,Coworking Space,67dbb81a1b29a29f6ac56e2e,ChIJBzVpiSxRqEcRCqohoqj6_HY,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, business_center, event_venue, real_estate_agency, point_of_interest, service, establishment"
Mindspace Old Street,Old Street,Coworking Space,67d0057ee23f36cf1738212f,ChIJsU4XTxwddkgRYSH25Rrp4Qc,Coworking space,OPERATIONAL,,,"coworking_space, business_center, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Mindspace Shoreditch,Shoreditch,Coworking Space,67cd80c9e31d55649009408f,ChIJkQYK57EcdkgR7ENg5Xr_GpA,Coworking space,OPERATIONAL,,,"coworking_space, convention_center, corporate_office, real_estate_agency, event_venue, service, point_of_interest, establishment"
Mindspace Zimmerstrasse,Mitte,Coworking Space,67dbb81a74e3ee07a6fd76f9,ChIJ7wrGaHpRqEcRut27Nd7rvs4,Coworking space,OPERATIONAL,,,"coworking_space, corporate_office, business_center, event_venue, real_estate_agency, point_of_interest, service, establishment"
Mingle Cafe,City Centre,Cafe,664d01f9b6e884482db2d9b3,ChIJLXu3ErVJzDERAmxPV5jPGq4,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, dessert_restaurant, dessert_shop, breakfast_restaurant, sandwich_shop, confectionery, food_store, store, restaurant, food, point_of_interest, establishment"
Mingmitr Tha Phae,Old City,Cafe,660a6636ba6cc2370a21deef,ChIJOz7egHow2jARD7_X7rbStX4,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Minimal Coffee Maker,Old City,Cafe,67c19546b0d618a06b1648d9,ChIJ07JJdRM72jAR2E2DkI-vW6k,,ERROR:404,,,
Missionworks,Hammersmith,Coworking Space,6809d0001f2325d5045f64d8,ChIJKRSL3wwPdkgRgKMpTVlkS5k,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Mon Cheri Coffee Shop Budapest,District 5,Cafe,67dbb81de95b63f8187e087b,ChIJlYezN7bdQUcRF-2Cq3WSKvU,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
MonAmi Cafe,Bangrak,Cafe,67dbb829f75acbcb4abf6238,ChIJ5XIjrNrxVDARIMeYYBtNxfY,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Monday,Uluwatu (Ungasan),Coworking Space,65fa86d0e0379bf78d52478d,ChIJlRayeSBb0i0RYoZ2H5iiYyE,Coworking Space,OPERATIONAL,,,"coworking_space, cafe, event_venue, service, restaurant, food, point_of_interest, establishment"
Mondayyy's Siargao Cafe,General Luna,Cafe,67246a39487b0a37a62b9d98,ChIJCzBaEIH3AzMRNa_4fJtfBT8,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, breakfast_restaurant, coffee_shop, dessert_shop, confectionery, food_store, store, restaurant, food, point_of_interest, establishment"
Monsieur Spoon Canggu,Canggu,Cafe,67a956433b17907c34541923,ChIJyzvgQ3k40i0ROS0Y11H7FQM,Bakery,OPERATIONAL,,,"bakery, coffee_shop, breakfast_restaurant, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
Moonface,Seminyak,Cafe,6631c9dbb3a10a2206c208b3,ChIJxWG2AxJH0i0Rwo2B860pKh8,Restaurant,OPERATIONAL,,,"restaurant, pizza_restaurant, cafe, meal_takeaway, bar, food, point_of_interest, establishment"
Mother,Ubud,Cafe,66428dc5c6067cca9a7b7d8c,ChIJbfWvRAo90i0RrcQCiVbn8sg,Restaurant,OPERATIONAL,,,"restaurant, juice_shop, brunch_restaurant, coffee_shop, breakfast_restaurant, cafe, bar, food_store, store, food, point_of_interest, establishment"
Motion Cafe,Canggu,Cafe,65fa86d0e0379bf78d5245a7,ChIJ9yNYUnk40i0RDcIQEnOzQq0,Cafe,OPERATIONAL,,,"cafe, health_food_store, vegetarian_restaurant, meal_delivery, food_delivery, food_store, health, restaurant, food, store, point_of_interest, establishment"
Mowie's Berawa,Berawa,Cafe,660f6e192e7f00724dc06856,ChIJ48l52oZH0i0RV6-f8WABRRk,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Mowie's Gili Air,Gili Air,Cafe,6613fb81a2e2f00e648eda44,ChIJ7UlOwMjdzS0RT7PwuhjGTys,Restaurant,OPERATIONAL,YES,"hotel, lodging","restaurant, hotel, bar, cafe, lodging, food, point_of_interest, establishment"
Musa Cookery,Gili Air,Cafe,6613fb823e12203aa0573158,ChIJTxXD983dzS0RaN0_nOypqlo,Vegetarian Restaurant,CLOSED_TEMPORARILY,,,"vegetarian_restaurant, restaurant, food, point_of_interest, establishment"
Mustache Cafe Bali,Munggu,Cafe,6632914636097d417f6772fa,ChIJ8-oJ8Gs50i0RzE_i_jPmG0A,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
My Bali Coffee,Uluwatu (Ungasan),Cafe,6667f39dd7a7ebd13f0f01ed,ChIJ3ZB4wbZb0i0RcCtf6t7aliQ,Cafe,OPERATIONAL,,,"cafe, restaurant, food, point_of_interest, establishment"
NOHI,Kuta,Cafe,661751ac84aa1260b7bb8a82,ChIJBZsu1aGpzS0RWUxbO0qUQos,Restaurant,OPERATIONAL,,,"restaurant, breakfast_restaurant, pastry_shop, dessert_shop, coffee_shop, cafe, bakery, seafood_restaurant, confectionery, food_store, food, store, point_of_interest, establishment"
Nagara Boutique Hotel and Coworking,Uluwatu (Ungasan),Coworking Space,65fa86d0e0379bf78d52478e,ChIJtVzD2NJE0i0RaMDGN-vmt-4,Hotel,OPERATIONAL,YES,"hotel, lodging","hotel, coworking_space, cafe, lodging, restaurant, food, point_of_interest, establishment"
Nana Coffee Roasters Ari,Ari,Cafe,674b37a18dfb7342938a259a,ChIJl0zcc1ud4jAR6LEHnouPOEo,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Naplab Chula,Chulalongkorn,Coworking Space,674b37a3db75f1b2a4159bb7,ChIJwVb-Bi6Z4jARXPxQjlh3F7w,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Natura Coffee Shop,Praia,Cafe,676736d089a1188e682361e5,ChIJX8X1XH2ZNQkRX2deNEwPR-Y,Coffee shop,OPERATIONAL,,,"coffee_shop, health_food_store, cafe, health, food_store, store, food, point_of_interest, establishment"
Natys Bar & Grill,Ubud,Cafe,6809d00c8fb333d4e527351c,ChIJs6zZ0Lc90i0RAPIGeiyJrrk,Restaurant,OPERATIONAL,,,"restaurant, cafe, bakery, food_store, store, food, point_of_interest, establishment"
Navish Cafe & Hostel,Mae Haad,Cafe,67c19545a61dc8864e8b6ae7,ChIJUwt0JAChVTARViqx-VwfZrM,Hostel,OPERATIONAL,YES,"hostel, lodging","hostel, lodging, point_of_interest, establishment"
Nebula,Berawa,Coworking Space,665ed1a52920d92b2630f77e,ChIJY1RJ9Zs50i0R5x8HN0qZa9g,Coworking Space,OPERATIONAL,,,"coworking_space, corporate_office, point_of_interest, establishment"
Neighbourhood Food,Berawa,Cafe,6631c9dae78668b308db9949,ChIJq_svKGxH0i0RU-zAhMppq8Y,Restaurant,OPERATIONAL,,,"restaurant, cocktail_bar, wine_bar, breakfast_restaurant, brunch_restaurant, bar, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Nes Cafe,Old City,Cafe,67dbb821a4e8954f6bec5be7,ChIJYV081aI62jARSHGmZmEcch4,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Nira's Home Bakery,Thong Sala,Cafe,6784e218fe2abce0a8c0f434,ChIJZWizpYD-VDARjQc6MZpa29Q,Restaurant,OPERATIONAL,,,"restaurant, coworking_space, coffee_shop, cafe, bakery, food_store, store, service, food, point_of_interest, establishment"
Nirvana Kitchen,Berawa,Cafe,65fa86d0e0379bf78d5245a5,ChIJf37pxIJH0i0RnI3gpkPoUn4,Western Restaurant,OPERATIONAL,,,"western_restaurant, restaurant, food, point_of_interest, establishment"
No Panic Coffee Paniglgasse,Wieden,Cafe,67dbb8302484dbfd03be2252,ChIJeTiFrb4HbUcRnyfFWDRWAKk,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Noah Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245b4,ChIJFbwvsgQ50i0RFsDvAziel2g,Coffee Shop,OPERATIONAL,,,"coffee_shop, coworking_space, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
Nook Coworking,JLT,Coworking Space,67dbb8246c76d644eeb542fe,ChIJhZrGd-htXz4Rk5VCzJsH2xE,Coworking space,OPERATIONAL,,,"coworking_space, business_center, service, point_of_interest, establishment"
Nord Coast Coffee,Hoheluft,Cafe,666d61617b96efb34741f8e8,ChIJNcH-G9mPsUcRK5pOWgwujUU,Coffee roastery,OPERATIONAL,,,"coffee_roastery, food, point_of_interest, establishment"
Nord Coast Coffee Roastery,Neustadt,Cafe,67dbb825af3498ee80e11caa,ChIJL4bBwgSPsUcREGHgiON_uVA,Cafe,OPERATIONAL,,,"cafe, coffee_roastery, coffee_shop, food_store, food, store, point_of_interest, establishment"
Norn Nee Nor,Nimman,Cafe,660a6637a2dd5862e976dbfd,ChIJva24zIA72jARWpqzV08ooPE,Hostel,OPERATIONAL,YES,"hostel, lodging","hostel, lodging, point_of_interest, establishment"
Nourish Cafe Uluwatu,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247a0,ChIJlxJgjhdF0i0RA7gwkWNzFaw,Western Restaurant,OPERATIONAL,,,"western_restaurant, restaurant, food, point_of_interest, establishment"
Nourish Cafe Ungasan,Uluwatu (Ungasan),Cafe,65fa86d0e0379bf78d5247a1,ChIJKeNBQjlb0i0RF8nNDg67fqE,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
Nude Cafe Babakan,Canggu,Cafe,65fa86d0e0379bf78d52457c,ChIJFay1BbM50i0RLOYPPnFgc2k,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Nude Cafe Berawa,Berawa,Cafe,65fa86d0e0379bf78d52457d,ChIJZ6Jj8oFH0i0R0sKhEJMIyd8,Cafe,OPERATIONAL,,,"cafe, cocktail_bar, breakfast_restaurant, bar, coffee_shop, food_store, store, restaurant, food, point_of_interest, establishment"
Nui Bakery & Sandwiches Koh Tao,Sairee Beach,Cafe,67c19544f1accb724c1a6600,ChIJnRqkauehVTARpsBxrzB1ZC0,Coffee shop,OPERATIONAL,,,"coffee_shop, pizza_restaurant, cafe, bakery, food_store, store, restaurant, food, point_of_interest, establishment"
Nyom Nyom,Berawa,Cafe,65fa86d0e0379bf78d524582,ChIJX8goOVdH0i0R-Ehm5x7UfcE,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
OAT New Inn Yard,Shoreditch,Cafe,67c195479a91d10441b8f058,ChIJuTOsR1QddkgR9W4BBn-_8tY,Coffee shop,CLOSED_PERMANENTLY,,,"coffee_shop, cafe, event_venue, bar, food_store, store, food, point_of_interest, establishment"
OKKIO Caffe - Tu Do,District 1,Cafe,67dbb8271eaac0167b91c04d,ChIJDQ1r0-svdTER10fnSvktlVw,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, wholesaler, store, food, point_of_interest, service, establishment"
Oasis Coffee Chula,Chulalongkorn,Cafe,677bc82ce480f9dca98f5b03,ChIJ15ORdACZ4jARPfFImlaDPCg,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Oasis Coffee Huai Khwang,Huai Khwang,Cafe,674b37a1f8c8e65f34560eaa,ChIJ7ya-Wzyd4jARU1ZPQ3H4yk8,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
